COD_SS|STATUS|STATUS_REASON|DATA_STATUS|ARMARIO|STREETNAME|STATEORPROVINCE|POSTCODE|CNL|NEIGHBORDHOOD|CATEGORIZES_TYPE|SPECIFICATION_TYPE|SPECIFICATION_PRODUCT|DETAIL|DATA_ABERTURA|DATA_VENCIMENTO|TIME_SLOT|PHYSICALRESOURCESUMMARY|TELEPHONENUMERIC|DESIGNATOR|CITY|CLUSTER_|FABRICA|REGIONAL|CUSTOMER_DOCUMENTNUMERIC|CUSTOMER_NAME|EXECUTEDBYLOGIN|EXECUTEDBYNAME|NOTDONEREASON|PRIORITY|SCHEDULEPROFILE|CUSTOMER_SEGMENT|DATA_AGENDADA|REDESPACHO|CONTEXTO_SIEBEL|TOTAL_REPETIDO_30D_PL|TECNICO_CHECKLIST|SERVICE_TECHNOLOGY|VELOCIDADEADSL|REPETIDO_PRODUTO_30D|REGISTRADO_CHECKLIST|CUSTOMER_RANK|SEGMENTACAO|DESIGNADOR_TV|REDE|MICROAREA|TELEPHONIC_AREA|CENTRAL_OFFICE|PHYSICAL_LINK_MEDIA_TYPE|FLAG_RECENTE|EXECUTOR_BA|TEC_ANTERIOR|PRIMEIRO_AGENDAMENTO|CABO_PRIMARIO|PAR_PRIMARIO|CABO_SECUNDARIO|PAR_SECUNDARIO|LATERAL_PRIMARIO|LATERAL|NUMERO_CAIXA|NOME_MSAN|NP|DATA_CARGA|DATA_LAST_UPDATE_PLWO|ID_FIBRA|OLT|OLT_PORTA|OLT_SLOT|SPLITTER_FIBRA_L2|ORIGEM_CONTATO|ABERTURA_TIPO2_SIEBEL|LATITUDE|LONGITUDE|CLIENTE_GOAS|MARCACAO_VIA_CHAT|PLATFORM|IND_CRITICOS|IND_DISPONIBILIDADE_FIBRA|SAS_BUSINESSID|SAS_STATUSREASON|SASEVEN_CODE|SASEVEN_VIVO1_ID|SASEVEN_DATA_INICIO|SASEVEN_FLAG_ATIVO|SASEVEN_DATA_PREVISAO|SASEVEN_DATA_FECHAMENTO|SASEVEN_LEVEL|SASEVEN_CREATOR|SASCAUSA_NOME|XA_FAULT_REASON|XA_OPERATOR_ID|XA_API_CANCEL_REASON|NOM_SISTEMA_ORIGEM|FLAG_ICMCOE|DESIGNADOR_ACESSO|FLAG_CASAINTELIGENTE|PARENT1|PARENT2|PARENT3|PARENT4|AURA_CASO|AURA_DAT_ENVIO|AURA_DAT_CONF|AURA_RETORNO|IFI|IFI_GERADOR|IRR|IRR_GERADOR|FL_COBERTURA|FL_DISPONIBILIDADE|FL_22K|FLAG_ANATEL|ID_MASSIVA|ID_ORIGEM_MASSIVA|STATUS_MASSIVA|STATUS_CERT_CE|STATUS_CERTIFICACAO_QUALIDADE|V_SEM_TESTE|STATUS_AURA|RESPOSTA_AURA|V_PRAZO_ENCERRAMENTO_CO|V_PRAZO_CERTIFICACAO_GERAL|AGING_ENVIO_COE_ENCERRAR|AGING_FIM_DESASSOCIACAO|STATUS_CIRE|RESULTADO_TESTE_AUTH_TI|RESULTADO_TESTE_SYNC_TI|DATA_PROCESSAMENTO_REPARO|DATA_ENCOUCANC_MASSIVA|DATA_ENVIO_AURA|DATA_RESPOSTA_AURA|DATA_STATUS_CIRE|DATA_DISPARO_TESTE_TI|DATA_COLETA_TESTE_TI|DATA_ENVIO_COE_ENCERRAR|DATA_DESASSOCIACAO|FLAG_FOI_DESASSOCIADO|IND_PASSAGEM_OUVIDORIA
195536877|PENDENTE|TECNICA|20/07/2026 10:05:34|BALFS_G1I03|RUA BAHIA 50|BA|42702600|71407|CENTRO|TROUBLETICKET|DEFEITO|BANDA|PROBLEMA COM MODEM - HGU|15/07/2026 20:13:42|20/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.BAHIA2 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: LFS-74600879-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: N/E OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: N/E Vlan Unicast: N/E Vlan Rede: N/E Vlan Audiência: N/E Caixa Subterrânea: I03G0157 Fibra 1º Nível: I03-F#20 Fibra Porta: 4 Fibra Splitter 2: I03SP20SS5 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I03-F#20 Lateral Fibra: N/E||LFS-V0001Y2QF7-013|LAURO DE FREITAS|SALVADOR| |NORDESTE|||80650122||TA - PLANTA INTERNA||TBR01060|RESIDENCIAL||3|V0001Y2QF7|0|NAO| GPON |600 Mbps|0|NAO|SILVER|SILVER||VIVO2||||GPON|N|||2026-07-16 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|LFS-74600879-069||||I03SP20SS5|||-38.321536601954001|-12.893903158544001|NAO|||0|False|||||||||||||||NEXT|||0|71407_I115516694|BALFS_G1I03|42702600|BKT_LAURO_DE_FREITAS|||||0||0|||||||||||||||||||||||||||||||1
195541125|AGENDADA||20/07/2026 21:05:43|PERCE_G1I15|RUA VISCONDE DE JEQUITINHONHA 523|PE|51021190|81000|BOA VIAGEM|TROUBLETICKET|DEFEITO|BANDA|PROBLEMA COM MODEM - HGU|15/07/2026 20:36:32|24/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: Av.VISC. DE JEQUITINHONHA (BOA VIAGEM)-523-ED ANTIGUA523 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: RCE-76091069-069 Tipo Rede Fibra: FTTA ID ONT: N/E OLT: RCE_I15_1_GPON_VLAN_227_228_229_23-HUA OLT Porta: 5 OLT Slot: 4 Vlan Multicast: 4000 Vlan Usuario: 364 Vlan Unicast: 3945 Vlan Rede: 228 Vlan Audiência: 364 Caixa Subterrânea: I15SP101SS3 Fibra 1º Nível: I15-F#101 Fibra Porta: 5 Fibra Splitter 2: I15SP101SS3 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I15-F#101 Lateral Fibra: N/E||RCE-V0001YMC98-013|RECIFE|RECIFE| |NORDESTE|||||CASA FECHADA||API_GPS|RESIDENCIAL||1|V0001YMC98|0|NAO| GPON |500 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-16 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|RCE-76091069-069|RCE_I15_1_GPON_VLAN_227_228_229_23-HUA|5|4|I15SP101SS3|||-34.903250884751998|-8.125632742313000|NAO|||0|False|||||||||||||||NEXT|||0|81000_523002|PERCE_G1I15|51021190|BKT_RECIFE_TECNOMULTI_SUL|Reagendamento Reparos|20/07/2026 20:40:02||REAGENDAMENTO REALIZADO - NAO ACEITA ANTECIPAR|0||0|||||||||||||||||||||||||||||||1
195553939|AGENDADA||21/07/2026 22:29:26|DFBSA_G1M05|SMDB CJ 12 BL H SN|DF|71680118|61000|SETOR DE MANSOES DOM BOSCO LAGO SUL|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|15/07/2026 21:22:44|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.SMDB CJ 12-ASMDB CJ 12 BL H-AP FINAL 1 E 2 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: BSA-70732789-069 Tipo Rede Fibra: GPON ID ONT: N/E OLT: BSA_M05_1_GPON_VLAN_501_502_503-TBM OLT Porta: 10 OLT Slot: 6 Vlan Multicast: 4000 Vlan Usuario: 1718 Vlan Unicast: 3949 Vlan Rede: 501 Vlan Audiência: 1718 Caixa Subterrânea: M05SP67SS8 Fibra 1º Nível: M05-F#67 Fibra Porta: 2 Fibra Splitter 2: M05SP67SS8 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: M05-F#67 Lateral Fibra: N/E||BSA-V0001WOGC6-013|BRASILIA|BRASILIA| |CENTRO OESTE|||||CASA FECHADA||TBR01060|RESIDENCIAL||3|V0001WOGC6|0|NAO| GPON |700 Mbps|0|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-17 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|BSA-70732789-069|BSA_M05_1_GPON_VLAN_501_502_503-TBM|10|6|M05SP67SS8|||-47.823389999999996|-15.855110000000000|NAO|||0|False|||||||||||||||NEXT|||0|61000_30628|DFBSA_G1M05|71680118|BKT_LAGO_JARDIM_BOTANICO|Reagendamento Reparos|21/07/2026 20:40:02|||0||0|||||1||||||||||||||||||||||||||1
195568970|AGENDADA||21/07/2026 09:41:41|MGBHE_G1I39|RUA SENHORA DO PORTO 1080|MG|30575590|31000|PALMEIRAS|TROUBLETICKET|DEFEITO|BANDA|NAVEG - NÃO NAVEGA|15/07/2026 23:52:24|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.SRA. DO PORTO1080 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: BHE-76333639-069 Tipo Rede Fibra: FTTA ID ONT: N/E OLT: BHE_I39_3_GPON_VLAN_103_104_105-HUA OLT Porta: 9 OLT Slot: 1 Vlan Multicast: 4000 Vlan Usuario: 613 Vlan Unicast: 3103 Vlan Rede: 103 Vlan Audiência: 613 Caixa Subterrânea: I39SP230SS2 Fibra 1º Nível: I39-F#230 Fibra Porta: 2 Fibra Splitter 2: I39SP230SS2 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I39-F#230 Lateral Fibra: N/E||BHE-V0001YPN67-013|BELO HORIZONTE|BELO HORIZONTE| |MINAS|||||MASSIVA EM ANÁLISE||80981912|RESIDENCIAL||3|V0001YPN67|0|NAO| GPON |500 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-18 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|BHE-76333639-069|BHE_I39_3_GPON_VLAN_103_104_105-HUA|9|1|I39SP230SS2|||-43.982864861575003|-19.973319431133003|NAO|||0|False|||||||||||||||NEXT|||0|31000_31008076|MGBHE_G1I39|30575590|BKT_BHE_BURITIS|Reagendamento Reparos|20/07/2026 17:40:02||NAO ENVIADO STATUS DIVERGENTE|0||0|||||||||||||||||||||||||||||||1
195576259|CANCELADA|CLIENTE|22/07/2026 07:20:53|BASDR_G1M18|RUA DOS RADIALISTAS 109|BA|41810650|71000|PITUBA|TROUBLETICKET|DEFEITO|BANDA|NAVEG - NÃO NAVEGA|16/07/2026 06:34:38|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.MAL. ANDREA356 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SDR-63842914-069 Tipo Rede Fibra: FTTA ID ONT: N/E OLT: SDR_M18_1_GPON_VLAN_216_225_226_229-CMI OLT Porta: 15 OLT Slot: 3 Vlan Multicast: 4000 Vlan Usuario: 3077 Vlan Unicast: 3946 Vlan Rede: 216 Vlan Audiência: 3077 Caixa Subterrânea: M18SP54SS7 Fibra 1º Nível: M18-F#54 Fibra Porta: 6 Fibra Splitter 2: M18SP54SS7 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: M18-F#54 Lateral Fibra: N/E||SDR-V0001TDPXN-013|SALVADOR|SALVADOR| |NORDESTE|||||PORTA CTO COM DEFEITO||API_GPS|RESIDENCIAL||1|V0001TDPXN|0|NAO| GPON |300 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-18 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SDR-63842914-069|SDR_M18_1_GPON_VLAN_216_225_226_229-CMI|15|3|M18SP54SS7|||-38.453438936221005|-12.994995389327002|NAO|||0|False|||||||||||||||NEXT|||0|71000_05431|BASDR_G1M18|41810650|BKT_SALVADOR_AREA_03|Reagendamento Reparos|21/07/2026 14:40:02|||0||0|||||||||||||||||||||||||||||||0
195576982|PENDENTE|AGENDAMENTO|20/07/2026 22:15:08|MASJE_G1I01|SALUSTIANO BRITO 107|MA|65110000|98103||TROUBLETICKET|DEFEITO|BANDA|CONECTIVIDADE TV|16/07/2026 06:59:30|20/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SJE-60861637-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: 4000 Vlan Usuario: 1455 Vlan Unicast: 3900 Vlan Rede: 100 Vlan Audiência: 1455 Caixa Subterrânea: I01G0242 Fibra 1º Nível: N/E Fibra Porta: 5 Fibra Splitter 2: I01G0242 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||SJE-V0001RETRE-013|SAO JOSE DE RIBAMAR|SAO LUIS| |NORTE|||||TRATAMENTO DE SOBRAS||AUTO_SERVICO_OSS|NID||0|V0001RETRE|1|NAO| GPON IPTV|500 Mbps|1|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-20 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SJE-60861637-069|1|||I01G0242|||||NAO|||0|False|||||||||||||||NEXT|||0|98103_FB0005756061|MASJE_G1I01|65110000|BKT_SAO_JOSE_DE_RIBAMAR|||||0||1|195576982||||||||||||||||||||||||||||||0
195578893|PENDENTE|AGENDAMENTO|20/07/2026 22:15:27|DFBSA_G1M07|SHIS QL 26 CJ 1 LT 7 SN|DF|71665115|61000||TROUBLETICKET|DEFEITO|BANDA|PROBLEMA COM MODEM - HGU|16/07/2026 07:21:50|20/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.SEM NOME 29216 - LGSUSHIS QL 26 CJ 1 LT 6 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: BSA-59076979-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: BSA_M07_1_GPON_VLAN_469_470_471-TLS OLT Porta: 11 OLT Slot: 9 Vlan Multicast: 4000 Vlan Usuario: 1796 Vlan Unicast: 3956 Vlan Rede: 470 Vlan Audiência: 1796 Caixa Subterrânea: M07G0860 Fibra 1º Nível: M07-F#108 Fibra Porta: 7 Fibra Splitter 2: M07SP108SS4 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: M07-F#108 Lateral Fibra: N/E||BSA-V0001QFJT1-013|BRASILIA|BRASILIA| |CENTRO OESTE|||||TRATAMENTO DE SOBRAS||AUTO_SERVICO_OSS|NID||0|V0001QFJT1|1|NAO| GPON |700 Mbps|1|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-20 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|BSA-59076979-069|BSA_M07_1_GPON_VLAN_469_470_471-TLS|11|9|M07SP108SS4|||||NAO|||0|False|||||||||||||||NEXT|||0|61000_29639|DFBSA_G1M07|71665115|BKT_LAGO_JARDIM_BOTANICO|||||0||1|195578893||||||||||||||||||||||||||||||0
195579250|AGENDADA||21/07/2026 18:48:38|PABLM_G1M13|TRAVESSA ONZE 161|PA|66640360|91000||TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|16/07/2026 07:07:52|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: BLM-55010291-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 1859 Vlan Unicast: N/E Vlan Rede: 138 Vlan Audiência: 1859 Caixa Subterrânea: M13G0396 Fibra 1º Nível: N/E Fibra Porta: 7 Fibra Splitter 2: M13G0396 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||BLM-V0001OZPKJ-013|BELEM|BELEM| |NORTE|||||TRATAMENTO DE SOBRAS||81071445|NID||1|V0001OZPKJ|1|NAO| GPON |300 Mbps|1|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-18 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|BLM-55010291-069|1|||M13G0396|||-48.457053500000001|-1.381757100000000|NAO|||0|False|||||||||||||||NEXT|||0|91000_FB0004714043|PABLM_G1M13|66640360|BKT_BELEM_NORTE_FB|||||0||1|195579250||||||||||||||||||||||||||||||1
195962043|AGENDADA||21/07/2026 23:07:33|DFBSA_G1I46|QR 212 CJ 6 LT 1 CS 6 SN|DF|72316306|61012|SAMAMBAIA NORTE SAMAMBAIA|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|17/07/2026 12:27:13|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.SEM NOME 17113QR 212 CJ 6 LT 1 CS 4 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SAMB-67345914-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: BSA_I46_2_GPON_VLAN_140_141_142-ALC OLT Porta: 15 OLT Slot: 6 Vlan Multicast: 4000 Vlan Usuario: 2021 Vlan Unicast: 3840 Vlan Rede: 140 Vlan Audiência: 2021 Caixa Subterrânea: I46G01609 Fibra 1º Nível: I46-F#403 Fibra Porta: 1 Fibra Splitter 2: I46SP403SS1 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I46-F#403 Lateral Fibra: N/E||SAMB-V0001V4JKC-013|BRASILIA|BRASILIA| |CENTRO OESTE|||||TA - REDE EXTERNA||TBR01060|RESIDENCIAL||2|V0001V4JKC|0|NAO| GPON |500 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-17 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SAMB-67345914-069|BSA_I46_2_GPON_VLAN_140_141_142-ALC|15|6|I46SP403SS1|||-48.071749999999994|-15.861479999999998|NAO|||0|False|||||||||||||||NEXT|||0|61012_17536|DFBSA_G1I46|72316306|BKT_TAGUATINGA_SAMAMBAIA|Reagendamento Reparos|21/07/2026 11:40:02|||0||0|||||||||||||||||||||||||||||||1
195962522|AGENDADA||21/07/2026 13:45:42|BASDR_G1I12|LEOPOLDO MIGUEZ 256|BA|41770660|71000|SALVADOR|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|17/07/2026 12:30:11|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.LEOPOLDO MIGUEZ20 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: SDR-29270481-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: SDR_I12_1_GPON_VLAN_560_561_562_577-HUA OLT Porta: 8 OLT Slot: 12 Vlan Multicast: 4000 Vlan Usuario: 552 Vlan Unicast: 3919 Vlan Rede: 577 Vlan Audiência: 552 Caixa Subterrânea: I12G02152 Fibra 1º Nível: I12-F#269 Fibra Porta: 1 Fibra Splitter 2: I12SP269SS8 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I12-F#269 Lateral Fibra: N/E||SDR-8151V0HT5A-013|SALVADOR|SALVADOR| |NORDESTE|||||A CONTINUAR|||RESIDENCIAL||2|C0044E888C|1|NAO| GPON IPTV|700 Mbps|1|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-18 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|SDR-29270481-069|SDR_I12_1_GPON_VLAN_560_561_562_577-HUA|8|12|I12SP269SS8|||-38.446366705144001|-12.986735356328001|NAO|||0|False|||||||||||||||NEXT|||0|71000_1837|BASDR_G1I12|41770660|BKT_SALVADOR_AREA_06|Reagendamento Reparos|21/07/2026 08:40:01|||0||1|195962522||||||||||||||||||||||||||||||1
195969066|AGENDADA||21/07/2026 23:09:00|PBPOS_G1I01|RUA BELTRANDO DE AZEVEDO 47|PB|58700175|83107|CENTRO|TROUBLETICKET|DEFEITO|BANDA|PROBLEMAS COM INTERNET|17/07/2026 12:43:42|23/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: POS-74020838-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 190 Vlan Unicast: N/E Vlan Rede: 104 Vlan Audiência: 190 Caixa Subterrânea: I01G01963 Fibra 1º Nível: N/E Fibra Porta: 3 Fibra Splitter 2: I01G01963 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||POS-V0001XCO92-013|PATOS|JOAO PESSOA| |NORDESTE|||||CASA FECHADA||TBR01060|RESIDENCIAL||2|V0001XCO92|1|NAO| GPON |500 Mbps|1|NAO|SILVER|SILVER||FIBRASIL||FIBRASIL||GPON|N|||2026-07-17 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|POS-74020838-069|1|||I01G01963|||-37.280189600000000|-7.024866300000000|NAO|||0|False|||||||||||||||NEXT|||0|83107_FB0007277813|PBPOS_G1I01|58700175|BKT_PATOS|Reagendamento Reparos|21/07/2026 20:40:02|||0||1|193834715||||||||||||||||||||||||||||||0
195970233|AGENDADA||20/07/2026 18:30:28|MGGVS_G1I03|VENEZA 127|MG|35057730|32503|GRA DUQUESA|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|17/07/2026 12:50:05|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: Av.VENEZA73 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: GVS-59865353-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: GVS_I03_2_GPON_VLAN_100_101_102_103_104-ALC OLT Porta: 15 OLT Slot: 11 Vlan Multicast: 4000 Vlan Usuario: 1030 Vlan Unicast: 3902 Vlan Rede: 102 Vlan Audiência: 1030 Caixa Subterrânea: I03G03372 Fibra 1º Nível: I03-F#422 Fibra Porta: 5 Fibra Splitter 2: I03SP422SS4 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I03-F#422 Lateral Fibra: N/E||GVS-816ID5BUL9-013|GOVERNADOR VALADARES|JUIZ DE FORA| |MINAS|||||CASA FECHADA||OSS_PORTALGVT_PROD|RESIDENCIAL||2|C008D4D85D|0|NAO| GPON |500 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-18 12:50:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|GVS-59865353-069|GVS_I03_2_GPON_VLAN_100_101_102_103_104-ALC|15|11|I03SP422SS4|||-41.953566500819008|-18.845308599421003|NAO|||0|False|||||||||||||||NEXT|||0|32503_11930|MGGVS_G1I03|35057730|BKT_GOVERNADOR_VALADARES|||||0||0|||||||||||||||||||||||||||||||0
